attribute,mean,max,min
dibenzazepine,5.763688760806917E-4,1.0,0.0
pattern_c204,5.763688760806917E-4,1.0,0.0
benzo_14_diazepine,5.763688760806917E-4,1.0,0.0
dibenzo_14_diazepine,5.763688760806917E-4,1.0,0.0
aryl_urea,5.763688760806917E-4,1.0,0.0
pattern_c317,0.016714697406340056,1.0,0.0
dialkylether,0.07896253602305475,1.0,0.0
pubchem_f437,0.04553314121037464,1.0,0.0
guanidine,0.015561959654178675,1.0,0.0
pattern_c252,0.015561959654178675,1.0,0.0
pubchem_f148,0.014985590778097982,1.0,0.0
maccs_k025,0.03170028818443804,1.0,0.0
pubchem_f152,0.01440922190201729,1.0,0.0
2C8,0.0,0.0,0.0
