attribute,mean,max,min
_13-tautomerizable,0.6270893371757925,1.0,0.0
pubchem_f179,0.7446685878962536,1.0,0.0
aliph_carboxylic,0.2,1.0,0.0
pattern_c37,0.5302593659942363,1.0,0.0
maccs_k154,0.659942363112392,1.0,0.0
pubchem_f525,0.7054755043227666,1.0,0.0
pattern_c109,0.26455331412103744,1.0,0.0
maccs_k131,0.4760806916426513,1.0,0.0
ATSm1,34.89399529394816,254.960713,1.774469
pubchem_f601,0.19020172910662825,1.0,0.0
maccs_k054,0.2743515850144092,1.0,0.0
pubchem_f421,0.6662824207492796,1.0,0.0
pattern_c112,0.17002881844380405,1.0,0.0
pubchem_f575,0.2760806916426513,1.0,0.0
pubchem_f566,0.18904899135446687,1.0,0.0
pattern_c101,0.23170028818443805,1.0,0.0
pubchem_f682,0.2478386167146974,1.0,0.0
pattern_c105,0.23804034582132566,1.0,0.0
benzene,0.27780979827089336,1.0,0.0
unfused_benzene,0.27780979827089336,1.0,0.0
phenoxide_para_subs,0.27780979827089336,1.0,0.0
pattern_c26,0.12103746397694524,1.0,0.0
pubchem_f549,0.27896253602305476,1.0,0.0
ring_of_size6,0.7544668587896254,1.0,0.0
maccs_k163,0.7544668587896254,1.0,0.0
pubchem_f627,0.18847262247838617,1.0,0.0
pubchem_f590,0.18847262247838617,1.0,0.0
pubchem_f640,0.30720461095100865,1.0,0.0
pubchem_f447,0.738328530259366,1.0,0.0
sugar_pattern_2,0.12910662824207492,1.0,0.0
pubchem_f600,0.7112391930835735,1.0,0.0
pattern_c103,0.23573487031700288,1.0,0.0
pubchem_f543,0.2276657060518732,1.0,0.0
pubchem_f656,0.2922190201729107,1.0,0.0
pubchem_f536,0.5878962536023055,1.0,0.0
pattern_c99,0.2270893371757925,1.0,0.0
maccs_k113,0.2639769452449568,1.0,0.0
maccs_k099,0.3636887608069164,1.0,0.0
cc_double_bond,0.3636887608069164,1.0,0.0
maccs_322_125,0.3636887608069164,1.0,0.0
maccs_k076,0.3631123919308357,1.0,0.0
pubchem_f383,0.23170028818443805,1.0,0.0
phenolether_ortho_subs,0.06974063400576369,1.0,0.0
pattern_c58,0.21440922190201728,1.0,0.0
pubchem_f382,0.2685878962536023,1.0,0.0
pubchem_f666,0.2011527377521614,1.0,0.0
pattern_c52,0.2213256484149856,1.0,0.0
alkenyl,0.33659942363112394,1.0,0.0
pattern_c42,0.33659942363112394,1.0,0.0
pattern_c41,0.33659942363112394,1.0,0.0
pattern_c106,0.21902017291066284,1.0,0.0
pubchem_f652,0.2426512968299712,1.0,0.0
pubchem_f607,0.2426512968299712,1.0,0.0
edg,0.2922190201729107,1.0,0.0
maccs_k089,0.38270893371757925,1.0,0.0
phenolether_para_subs,0.07089337175792507,1.0,0.0
sugar_pattern_combi,0.11873198847262248,1.0,0.0
pubchem_f477,0.20288184438040346,1.0,0.0
pattern_c56,0.21729106628242076,1.0,0.0
pattern_c54,0.22363112391930837,1.0,0.0
pubchem_f542,0.24495677233429394,1.0,0.0
phenol ether,0.06974063400576369,1.0,0.0
pattern_c57,0.21902017291066284,1.0,0.0
pattern_c51,0.22247838616714696,1.0,0.0
pattern_c53,0.22247838616714696,1.0,0.0
pattern_c55,0.2201729106628242,1.0,0.0
pattern_c59,0.22074927953890489,1.0,0.0
ALogp2,18.680272867435153,803.830234,0.0
nRotB,7.699711815561959,81.0,0.0
pubchem_f348,0.12853025936599424,1.0,0.0
pubchem_f020,0.7492795389048992,1.0,0.0
maccs_k159,0.7492795389048992,1.0,0.0
pubchem_f641,0.7227665706051873,1.0,0.0
pubchem_f014,0.1377521613832853,1.0,0.0
pubchem_f347,0.5435158501440922,1.0,0.0
pubchem_f341,0.39423631123919306,1.0,0.0
pubchem_f664,0.2478386167146974,1.0,0.0
pubchem_f431,0.5913544668587897,1.0,0.0
pubchem_f557,0.736599423631124,1.0,0.0
pubchem_f491,0.736599423631124,1.0,0.0
pubchem_f417,0.777521613832853,1.0,0.0
pubchem_f547,0.18501440922190202,1.0,0.0
pubchem_f442,0.7752161383285303,1.0,0.0
pubchem_f503,0.19020172910662825,1.0,0.0
maccs_322_259,0.28357348703170027,1.0,0.0
ATSc5,-0.05239697693194928,3.054225,-3.357506
ATSc3,-0.06716862629757787,2.779294,-2.440778
pubchem_f578,0.11469740634005764,1.0,0.0
pubchem_f181,0.1723342939481268,1.0,0.0
maccs_k107,0.12046109510086456,1.0,0.0
pubchem_f546,0.2397694524495677,1.0,0.0
pubchem_f499,0.261671469740634,1.0,0.0
pubchem_f377,0.24322766570605187,1.0,0.0
hexoside,0.10144092219020173,1.0,0.0
organohalide,0.12161383285302593,1.0,0.0
pattern_c13,0.12161383285302593,1.0,0.0
maccs_322_051,0.3504322766570605,1.0,0.0
pubchem_f691,0.31239193083573485,1.0,0.0
pubchem_f580,0.5406340057636888,1.0,0.0
ATSc2,-0.3130901522491349,0.005913,-3.619953
halide,0.12334293948126801,1.0,0.0
maccs_k134,0.12334293948126801,1.0,0.0
pubchem_f450,0.2501440922190202,1.0,0.0
pattern_c6,0.269164265129683,1.0,0.0
pubchem_f861,0.13890489913544668,1.0,0.0
pattern_c113,0.12103746397694524,1.0,0.0
pattern_c96,0.20634005763688762,1.0,0.0
pubchem_f016,0.315850144092219,1.0,0.0
maccs_k142,0.315850144092219,1.0,0.0
aliphatic_chain_13,0.15273775216138327,1.0,0.0
pattern_c97,0.21095100864553315,1.0,0.0
pattern_c100,0.21095100864553315,1.0,0.0
maccs_k136,0.3331412103746398,1.0,0.0
maccs_k090,0.47780979827089337,1.0,0.0
pubchem_f840,0.1170028818443804,1.0,0.0
pubchem_f586,0.21902017291066284,1.0,0.0
pubchem_f658,0.21902017291066284,1.0,0.0
pubchem_f496,0.22247838616714696,1.0,0.0
pubchem_f662,0.15504322766570605,1.0,0.0
sugar_pattern_2_alpha,0.0893371757925072,1.0,0.0
pubchem_f702,0.2749279538904899,1.0,0.0
maccs_k126,0.738328530259366,1.0,0.0
phenylalkyl_para_subs,0.14293948126801154,1.0,0.0
sat_carb_r6,0.2420749279538905,1.0,0.0
primary alcohol,0.1642651296829971,1.0,0.0
pubchem_f564,0.15677233429394813,1.0,0.0
sugar_pattern_2_beta,0.08530259365994236,1.0,0.0
maccs_k091,0.4760806916426513,1.0,0.0
maccs_k050,0.22593659942363112,1.0,0.0
pattern_c163,0.05244956772334294,1.0,0.0
112_trisubstituted_alkene,0.1665706051873199,1.0,0.0
pubchem_f438,0.22478386167146974,1.0,0.0
pubchem_f687,0.1654178674351585,1.0,0.0
aryl halide,0.08645533141210375,1.0,0.0
pattern_c110,0.07089337175792507,1.0,0.0
pubchem_f145,0.13659942363112393,1.0,0.0
pubchem_f667,0.2801152737752161,1.0,0.0
pubchem_f595,0.2801152737752161,1.0,0.0
pattern_c86,0.7902017291066282,1.0,0.0
maccs_322_027,0.7902017291066282,1.0,0.0
maccs_k153,0.5435158501440922,1.0,0.0
poly_sugar_1,0.07838616714697406,1.0,0.0
maccs_k087,0.08876080691642652,1.0,0.0
pubchem_f685,0.5014409221902018,1.0,0.0
pubchem_f378,0.18328530259365994,1.0,0.0
pattern_c244,0.07089337175792507,1.0,0.0
oxolane,0.0893371757925072,1.0,0.0
poly_sugar_2,0.07550432276657061,1.0,0.0
pubchem_f023,0.07492795389048991,1.0,0.0
pubchem_f353,0.8634005763688761,1.0,0.0
maccs_k157,0.770028818443804,1.0,0.0
co_single_bond,0.770028818443804,1.0,0.0
pattern_c108,0.07435158501440922,1.0,0.0
phenoxy_compound,0.11930835734870317,1.0,0.0
pattern_c245,0.057060518731988474,1.0,0.0
maccs_k165,0.8276657060518732,1.0,0.0
cyclic,0.8276657060518732,1.0,0.0
maccs_k138,0.5371757925072046,1.0,0.0
pattern_c167,0.03861671469740634,1.0,0.0
pattern_c27,0.11757925072046109,1.0,0.0
maccs_k072,0.31873198847262246,1.0,0.0
piperidine_monocyclic,0.0276657060518732,1.0,0.0
maccs_322_044,0.6829971181556196,1.0,0.0
pubchem_f577,0.1319884726224784,1.0,0.0
pattern_c115,0.1250720461095101,1.0,0.0
pubchem_f463,0.1244956772334294,1.0,0.0
pubchem_f538,0.1244956772334294,1.0,0.0
pubchem_f368,0.1377521613832853,1.0,0.0
maccs_322_061,0.736599423631124,1.0,0.0
pubchem_f611,0.13659942363112393,1.0,0.0
pubchem_f711,0.6553314121037463,1.0,0.0
ewg,0.09510086455331412,1.0,0.0
acetal,0.13487031700288185,1.0,0.0
pattern_c342,0.013256484149855908,1.0,0.0
pattern_c65,0.11988472622478386,1.0,0.0
pattern_c18,0.09394812680115273,1.0,0.0
pattern_c36,0.5037463976945245,1.0,0.0
maccs_k135,0.13948126801152738,1.0,0.0
maccs_322_050,0.2011527377521614,1.0,0.0
pattern_c90,0.11873198847262248,1.0,0.0
piperidine,0.026512968299711816,1.0,0.0
pubchem_f336,0.362536023054755,1.0,0.0
phenothiazine,0.005763688760806916,1.0,0.0
maccs_322_030,0.2755043227665706,1.0,0.0
pattern_c66,0.11815561959654179,1.0,0.0
pattern_c2,0.09971181556195965,1.0,0.0
pattern_c263,0.03112391930835735,1.0,0.0
pubchem_f287,0.8760806916426513,1.0,0.0
ATSc4,0.05494621741637828,2.436468,-3.204807
pattern_c116,0.07262247838616714,1.0,0.0
pubchem_f822,0.09798270893371758,1.0,0.0
pubchem_f024,0.047838616714697406,1.0,0.0
pubchem_f288,0.047838616714697406,1.0,0.0
maccs_k042,0.047838616714697406,1.0,0.0
pattern_c236,0.14697406340057637,1.0,0.0
pattern_c93,0.12219020172910663,1.0,0.0
maccs_k057,0.33602305475504324,1.0,0.0
oxacycle,0.33602305475504324,1.0,0.0
pattern_c49,0.3227665706051873,1.0,0.0
pubchem_f642,0.37002881844380403,1.0,0.0
pubchem_f710,0.6703170028818444,1.0,0.0
pubchem_f335,0.23285302593659943,1.0,0.0
maccs_k026,0.08818443804034583,1.0,0.0
steroid,0.07953890489913544,1.0,0.0
pubchem_f712,0.23227665706051873,1.0,0.0
maccs_322_013,0.2414985590778098,1.0,0.0
pattern_c246,0.02881844380403458,1.0,0.0
pubchem_f300,0.3400576368876081,1.0,0.0
maccs_k151,0.3400576368876081,1.0,0.0
pubchem_f568,0.2864553314121037,1.0,0.0
pattern_c50,0.3175792507204611,1.0,0.0
pattern_c285,0.09337175792507205,1.0,0.0
maccs_k066,0.44149855907780977,1.0,0.0
pubchem_f393,0.2749279538904899,1.0,0.0
pubchem_f386,0.11815561959654179,1.0,0.0
pattern_c92,0.1100864553314121,1.0,0.0
pubchem_f620,0.3919308357348703,1.0,0.0
pubchem_f504,0.05994236311239193,1.0,0.0
12_disubstituted_alkene,0.15446685878962535,1.0,0.0
pattern_c95,0.10028818443804034,1.0,0.0
pattern_c91,0.10317002881844381,1.0,0.0
pattern_c256,0.019020172910662825,1.0,0.0
pubchem_f693,0.43746397694524497,1.0,0.0
pubchem_f715,0.14812680115273774,1.0,0.0
pubchem_f394,0.33487031700288183,1.0,0.0
pubchem_f592,0.06801152737752161,1.0,0.0
pubchem_f644,0.28472622478386167,1.0,0.0
diarylthioether,0.007492795389048991,1.0,0.0
pubchem_f777,0.2334293948126801,1.0,0.0
pubchem_f551,0.069164265129683,1.0,0.0
alpha_beta-unsaturated_system,0.1319884726224784,1.0,0.0
maccs_322_005,0.7014409221902017,1.0,0.0
pubchem_f841,0.06109510086455332,1.0,0.0
pubchem_f599,0.0628242074927954,1.0,0.0
pattern_c305,0.05821325648414986,1.0,0.0
pubchem_f615,0.4069164265129683,1.0,0.0
pattern_c48,0.4069164265129683,1.0,0.0
phenylhalide_para_subs,0.05590778097982709,1.0,0.0
pattern_c19,0.13025936599423632,1.0,0.0
secondary carboxamide,0.13025936599423632,1.0,0.0
pattern_c29,0.15273775216138327,1.0,0.0
heteroaromatic,0.2512968299711816,1.0,0.0
pubchem_f638,0.7193083573487031,1.0,0.0
halobenzene,0.05648414985590778,1.0,0.0
pubchem_f556,0.17694524495677233,1.0,0.0
pubchem_f257,0.24553314121037464,1.0,0.0
pubchem_f502,0.06397694524495677,1.0,0.0
pubchem_f363,0.06397694524495677,1.0,0.0
pubchem_f343,0.07665706051873199,1.0,0.0
pubchem_f759,0.08703170028818444,1.0,0.0
maccs_k150,0.813256484149856,1.0,0.0
maccs_k071,0.0345821325648415,1.0,0.0
pubchem_f302,0.0345821325648415,1.0,0.0
pubchem_f862,0.05821325648414986,1.0,0.0
pattern_c169,0.03054755043227666,1.0,0.0
pattern_c11,0.6979827089337176,1.0,0.0
pubchem_f709,0.6979827089337176,1.0,0.0
pubchem_f701,0.2195965417867435,1.0,0.0
pattern_c120,0.04380403458213256,1.0,0.0
pubchem_f424,0.027089337175792507,1.0,0.0
pubchem_f220,0.02132564841498559,1.0,0.0
phenylhalide_ortho_subs,0.05590778097982709,1.0,0.0
oxygen_atom,0.9002881844380404,1.0,0.0
pubchem_f019,0.9002881844380404,1.0,0.0
maccs_k164,0.9002881844380404,1.0,0.0
pubchem_f540,0.15100864553314122,1.0,0.0
pubchem_f184,0.044956772334293946,1.0,0.0
r5_1ht_aro,0.069164265129683,1.0,0.0
pattern_c324,0.03400576368876081,1.0,0.0
pubchem_f768,0.008645533141210375,1.0,0.0
pubchem_f831,0.008645533141210375,1.0,0.0
pubchem_f295,0.07953890489913544,1.0,0.0
pattern_c165,0.057060518731988474,1.0,0.0
pubchem_f531,0.16138328530259366,1.0,0.0
pubchem_f751,0.013256484149855908,1.0,0.0
pubchem_f814,0.013256484149855908,1.0,0.0
pubchem_f426,0.04092219020172911,1.0,0.0
maccs_322_150,0.04092219020172911,1.0,0.0
piperazine,0.02420749279538905,1.0,0.0
pubchem_f207,0.08472622478386167,1.0,0.0
pubchem_f038,0.08069164265129683,1.0,0.0
maccs_k103,0.08069164265129683,1.0,0.0
pubchem_f457,0.040345821325648415,1.0,0.0
pattern_c137,0.0484149855907781,1.0,0.0
pattern_c177,0.01037463976945245,1.0,0.0
ester_deriv,0.1579250720461095,1.0,0.0
pubchem_f705,0.3930835734870317,1.0,0.0
pubchem_f219,0.019020172910662825,1.0,0.0
pattern_c118,0.03919308357348703,1.0,0.0
pubchem_f574,0.4138328530259366,1.0,0.0
pubchem_f186,0.5331412103746398,1.0,0.0
maccs_322_137,0.023054755043227664,1.0,0.0
maccs_k063,0.023054755043227664,1.0,0.0
maccs_322_139,0.023054755043227664,1.0,0.0
pubchem_f443,0.1988472622478386,1.0,0.0
pubchem_f533,0.04956772334293948,1.0,0.0
maccs_k108,0.48818443804034584,1.0,0.0
pubchem_f663,0.2547550432276657,1.0,0.0
maccs_k141,0.3654178674351585,1.0,0.0
pattern_c64,0.1659942363112392,1.0,0.0
peptide,0.037463976945244955,1.0,0.0
maccs_k062,0.15734870317002883,1.0,0.0
pyrrole,0.03861671469740634,1.0,0.0
pattern_c138,0.043227665706051875,1.0,0.0
pubchem_f419,0.21671469740634006,1.0,0.0
pubchem_f524,0.17002881844380405,1.0,0.0
pubchem_f539,0.19481268011527378,1.0,0.0
pattern_c334,0.016138328530259365,1.0,0.0
pubchem_f388,0.17348703170028817,1.0,0.0
pubchem_f819,0.2570605187319885,1.0,0.0
trans_double_bond:,0.12680115273775217,1.0,0.0
pattern_c162,0.10605187319884726,1.0,0.0
maccs_k094,0.08414985590778098,1.0,0.0
pattern_c63,0.15561959654178675,1.0,0.0
pubchem_f736,0.11469740634005764,1.0,0.0
pubchem_f722,0.02824207492795389,1.0,0.0
maccs_k145,0.5389048991354467,1.0,0.0
pubchem_f188,0.026512968299711816,1.0,0.0
pubchem_f365,0.022478386167146973,1.0,0.0
aryl_fluoride,0.022478386167146973,1.0,0.0
pubchem_f785,0.02881844380403458,1.0,0.0
pubchem_f359,0.18270893371757926,1.0,0.0
pubchem_f801,0.044956772334293946,1.0,0.0
pubchem_f681,0.6829971181556196,1.0,0.0
pattern_c139,0.035734870317002884,1.0,0.0
allylic alcohol,0.061671469740634005,1.0,0.0
pubchem_f501,0.04092219020172911,1.0,0.0
pattern_c183,0.01037463976945245,1.0,0.0
pubchem_f582,0.16195965417867436,1.0,0.0
pubchem_f643,0.16195965417867436,1.0,0.0
maccs_k036,0.04610951008645533,1.0,0.0
pubchem_f606,0.07435158501440922,1.0,0.0
maccs_k070,0.029971181556195964,1.0,0.0
pattern_c62,0.1792507204610951,1.0,0.0
pubchem_f151,0.11988472622478386,1.0,0.0
pubchem_f384,0.05648414985590778,1.0,0.0
aza_aromatic,0.1867435158501441,1.0,0.0
maccs_k065,0.1867435158501441,1.0,0.0
pubchem_f358,0.1377521613832853,1.0,0.0
pubchem_f334,0.7348703170028819,1.0,0.0
pattern_c12,0.7348703170028819,1.0,0.0
pattern_c297,0.03054755043227666,1.0,0.0
pubchem_f454,0.19654178674351586,1.0,0.0
pubchem_f529,0.23285302593659943,1.0,0.0
pattern_c60,0.17002881844380405,1.0,0.0
pubchem_f483,0.17002881844380405,1.0,0.0
maccs_322_007,0.7262247838616714,1.0,0.0
pubchem_f196,0.06397694524495677,1.0,0.0
pubchem_f680,0.8288184438040346,1.0,0.0
pubchem_f532,0.05590778097982709,1.0,0.0
12-aminoalcohol,0.008069164265129682,1.0,0.0
pattern_c121,0.014985590778097982,1.0,0.0
pubchem_f203,0.040345821325648415,1.0,0.0
maccs_k080,0.15331412103746397,1.0,0.0
primary_amino_azaheterocycle,0.02824207492795389,1.0,0.0
pubchem_f214,0.03688760806916427,1.0,0.0
pubchem_f432,0.1515850144092219,1.0,0.0
pattern_c43,0.02363112391930836,1.0,0.0
alpha-amino acid or derivatives,0.09164265129682997,1.0,0.0
organoheterocycle,0.5636887608069164,1.0,0.0
maccs_k137,0.5636887608069164,1.0,0.0
pubchem_f798,0.25302593659942363,1.0,0.0
pubchem_f210,0.027089337175792507,1.0,0.0
pubchem_f339,0.20576368876080692,1.0,0.0
pattern_c61,0.17406340057636888,1.0,0.0
pattern_c140,0.019596541786743516,1.0,0.0
r5_1ht_sat,0.11239193083573487,1.0,0.0
ketone,0.1665706051873199,1.0,0.0
conjug_bond,0.05360230547550432,1.0,0.0
pattern_c164,0.07146974063400577,1.0,0.0
pubchem_f446,0.08530259365994236,1.0,0.0
maccs_k059,0.040345821325648415,1.0,0.0
maccs_k109,0.330835734870317,1.0,0.0
filter_bridged_rings_65_heterocyclic,0.05302593659942363,1.0,0.0
pubchem_f397,0.1786743515850144,1.0,0.0
carboxylic ester,0.10605187319884726,1.0,0.0
pubchem_f373,0.0829971181556196,1.0,0.0
organophosphate,0.025360230547550433,1.0,0.0
masqued_p_quinone,0.0023054755043227667,1.0,0.0
pubchem_f633,0.1244956772334294,1.0,0.0
pubchem_f621,0.1244956772334294,1.0,0.0
pubchem_f631,0.05648414985590778,1.0,0.0
pattern_c277,0.05187319884726225,1.0,0.0
maccs_k048,0.05187319884726225,1.0,0.0
pubchem_f396,0.02478386167146974,1.0,0.0
isobutyl,0.03631123919308357,1.0,0.0
maccs_k115,0.49971181556195965,1.0,0.0
2-N-linked ribose deriv.,0.02478386167146974,1.0,0.0
pubchem_f146,0.14985590778097982,1.0,0.0
pattern_c311,0.0207492795389049,1.0,0.0
pubchem_f436,0.08472622478386167,1.0,0.0
nitrobenzene_meta_subs,0.007492795389048991,1.0,0.0
pattern_c147,0.007492795389048991,1.0,0.0
maccs_322_260,0.023054755043227664,1.0,0.0
pattern_c170,0.016714697406340056,1.0,0.0
pattern_c145,0.016714697406340056,1.0,0.0
pubchem_f025,0.029971181556195964,1.0,0.0
pubchem_f507,0.1665706051873199,1.0,0.0
pubchem_f473,0.1665706051873199,1.0,0.0
maccs_k034,0.069164265129683,1.0,0.0
pubchem_f694,0.19769452449567723,1.0,0.0
pubchem_f757,0.11469740634005764,1.0,0.0
maccs_322_017,0.5446685878962536,1.0,0.0
pubchem_f187,0.3337175792507205,1.0,0.0
terminal_cc_bond,0.0685878962536023,1.0,0.0
pubchem_f738,0.032853025936599424,1.0,0.0
maccs_k104,0.44610951008645533,1.0,0.0
pubchem_f594,0.1244956772334294,1.0,0.0
aldehyde,0.03400576368876081,1.0,0.0
pattern_c17,0.04899135446685879,1.0,0.0
pubchem_f659,0.050720461095100866,1.0,0.0
